日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,左边SUPPLY DUCT,右边FWD DUCT,右边AFT DUCT,右边L PACK,右边SUPPLY DUCT,执行反吹左侧,执行反吹右侧,换件,执行反吹左侧 (机器输出结果),执行反吹右侧 (机器输出结果)
2019-08-04 09:43,XIY,1101,737-800,24,4,32,0,5,6,31,0,,,,,
2019-08-04 09:41,XIY,1482,737-800,24,5,33,0,5,5,30,0,,,,,
2019-08-04 09:11,MIG,6809,737-800,26,5,30,0,6,5,30,0,,,,,
2019-08-04 09:00,FOC,7105,737-800,28,3,34,0,6,6,31,0,,,,,
2019-08-04 08:36,HAK,5521,737-800,27,4,32,0,6,4,34,0,,,,,
2019-08-04 08:35,HAK,5735,737-800,27,3,32,0,4,6,30,0,,,,,
2019-08-04 08:11,XMN,5480,737-800,29,9,35,0,5,4,31,0,,,,,
2019-08-04 08:11,XMN,6062,737-800,29,9,35,0,3,4,34,0,,,,,
2019-08-04 08:10,XMN,1501,737-800,28,2,32,0,4,4,34,0,,,,,
2019-08-04 08:10,XMM,5636,737-800,29,8,37,0,8,7,36,0,,,,,
2019-08-04 08:06,MIG,5409,737-800,26,4,34,0,3,4,34,0,,,,,
2019-08-04 08:03,KMG,7992,737-800,23,5,28,0,5,4,25,0,,,,,
2019-08-04 08:02,MIG,7990,737-800,30,3,34,0,4,3,34,0,,,,,
2019-08-04 07:53,ZGC,1928,737-800,20,5,25,0,4,5,26,0,,,,,
2019-08-04 07:52,ZGC,1786,737-800,20,6,25,0,6,6,22,0,,,,,
2019-08-04 07:51,PEK,5538,737-800,28,4,26,0,3,2,28,0,,,,,
2019-08-04 07:49,XIY,1496,737-800,35,5,26,0,4,6,22,0,,,,,
2019-08-04 07:45,XIY,5141,737-800,23,6,30,0,6,6,30,0,,,,,
2019-08-04 07:17,FOC,7105,737-800,28,4,36,0,6,6,31,0,,,,,
2019-08-04 07:06,XIY,1481,737-800,25,6,34,0,5,6,34,0,,,,,
2019-08-04 07:01,KMG,5732,737-800,20,3,26,0,2,2,24,0,,,,,
2019-08-04 06:44,XIY,1903,737-800,25,1,33,0,3,2,33,0,,,,,
2019-08-04 06:43,XIY,5180,737-800,25,6,35,0,7,6,32,0,是,,,,
2019-08-04 06:23,W201,1929,737-800,26,4,32,0,3,5,27,0,,,,,
2019-08-04 06:18,KMG,1565,737-700,17,0,0,5,0,0,0,5,,,,,
2019-08-04 06:14,HGH,5522,737-800,28,7,35,0,8,7,34,0,,,,,
2019-08-04 05:56,URC,5579,737-800,32,4,27,0,5,5,28,0,,,,,
2019-08-04 05:55,FOC,1435,737-800,29,6,36,0,4,4,33,0,,,,,
2019-08-04 05:15,CGO,6016,737-800,26,5,28,0,4,4,27,0,,,,,
2019-08-04 05:12,KMG,1586,737-800,20,6,26,0,6,4,27,0,,,,,
2019-08-04 04:59,JHG,5813,737-700,24,0,0,6,0,0,0,5,,,,,
2019-08-04 04:48,URC,1322,737-800,30,4,27,0,5,4,28,0,,,,,
2019-08-04 04:45,FOC,1905,737-800,28,4,29,0,5,4,28,0,,,,,
2019-08-04 04:44,XIY ,5115,737-800,24,6,28,0,6,5,27,0,,,,,
2019-08-04 04:40,SZX,1386,737-800,28,4,34,0,2,4,32,0,,,,,
2019-08-04 04:38,DLC,1796,737-800,26,5,29,0,4,5,28,0,,,,,
2019-08-04 04:34,KMG,7993,737-800,20,6,27,0,7,8,25,0,,,,,
2019-08-04 04:32,CAN,5139,737-800,23,5,29,0,6,4,32,0,,,,,
2019-08-04 04:29,URC,5467,737-800,28,4,26,0,4,4,27,0,,,,,
2019-08-04 04:27,CGO,6015,737-800,25,3,32,0,3,3,27,0,,,,,
2019-08-04 04:26,PEK,1927,737-800,25,4,24,0,4,4,26,0,,,,,
2019-08-04 04:23,DLC,1491,737-800,26,6,32,0,6,6,32,0,,,,,
2019-08-04 04:23,KMG,1209,737-800,20,3,28,0,3,2,28,0,,,,,
2019-08-04 04:20,PEK,7399,737-800,26,4,32,0,3,3,28,0,,,,,
2019-08-04 04:18,CGO,5733,737-800,27,4,32,0,4,5,34,0,,,,,
2019-08-04 04:15,KMG,5249,737-700,20,0,0,8,0,0,0,6,,,,,
2019-08-04 04:10,CGO,1208,737-800,28,4,30,0,4,5,32,0,,,,,
2019-08-04 04:09,CGO,1489,737-800,28,4,32,0,4,5,34,0,,,,,
2019-08-04 04:07,FOC,7113,737-800,28,4,32,0,6,5,34,0,,,,,
2019-08-04 04:05,TYN ,5135,737-800,21,2,28,0,3,2,28,0,,,,,
2019-08-04 04:01,DLC,7398,737-800,25,4,32,0,4,4,28,0,,,,,
2019-08-04 03:52,HHA,1215,737-800,26,6,32,0,6,8,34,0,,,,,
2019-08-04 03:52,PEK,7173,737-800,26,4,30,0,5,5,30,0,,,,,
2019-08-04 03:51,DLC,5855,737-800,26,4,30,0,4,4,30,0,,,,,
2019-08-04 03:47,URC,5408,737-800,28,4,26,0,5,5,28,0,,,,,
2019-08-04 03:44,XIY,1162,737-800,24,3,35,0,4,3,32,0,是,,,,
2019-08-04 03:43,URC,1325,737-800,29,3,24,0,4,4,26,0,,,,,
2019-08-04 03:34,URC,6065,737-800,30,4,31,0,5,5,29,0,,,,,
2019-08-04 03:33,SYX ,1733,737-800,28,2,32,0,2,2,30,0,,,,,
2019-08-04 03:29,NGB,1735,737-800,24,4,33,0,5,5,26,0,,,,,
2019-08-04 03:22,HAK ,5138,737-800,26,4,32,0,7,7,32,0,,,,,
2019-08-04 03:22,XIY,1497,737-800,30,5,36,0,3,4,35,0,,,,,
2019-08-04 03:21,HGH,5429,737-800,28,4,32,0,6,5,34,0,,,,,
2019-08-04 03:20,KMG,5810,737-700,20,0,0,5,0,0,0,5,,,,,
2019-08-04 03:15,DLC,6060,737-800,25,6,32,0,6,5,30,0,,,,,
2019-08-04 03:14,SYX,1547,737-800,25,5,32,0,3,4,33,0,,,,,
2019-08-04 03:13,SYX,5625,737-800,28,3,33,0,3,2,34,0,,,,,
2019-08-04 03:12,银川,1483,737-800,19,5,24,0,6,5,24,0,,,,,
2019-08-04 03:12,URC,1727,737-800,28,5,28,0,5,4,28,0,,,,,
2019-08-04 03:11,SYX,5580,737-800,27,6,34,0,5,4,36,0,,,,,
2019-08-04 03:05,HAK,1793,737-800,25,4,34,0,4,4,31,0,,,,,
2019-08-04 03:04,HGH,5463,737-800,30,5,30,0,6,6,33,0,,,,,
2019-08-04 03:03,FOC,5182,737-800,28,4,32,0,4,4,34,0,,,,,
2019-08-04 03:02,FOC,1995,737-800,28,8,37,0,6,6,36,0,是,,,,
2019-08-04 03:01,URC,6103,737-800,30,3,27,0,4,5,28,0,,,,,
2019-08-04 03:00,HHA,5662,737-800,29,4,32,0,4,4,30,0,,,,,
2019-08-04 03:00,ZGC,1786,737-800,20,6,25,0,6,6,22,0,,,,,
2019-08-04 02:59,CAN,5486,737-800,26,6,32,0,6,4,30,0,,,,,
2019-08-04 02:56,TYN,5439,737-800,22,4,24,0,5,4,25,0,,,,,
2019-08-04 02:56,XIY,5153,737-800,25,4,32,0,6,6,28,0,,,,,
2019-08-04 02:52,CKG,1799,737-800,26,2,32,0,4,4,33,0,,,,,
2019-08-04 02:51,SZX,5502,737-800,27,6,35,0,6,6,30,0,,,,,
2019-08-04 02:51,HAK,1103,737-800,25,4,36,0,4,5,34,0,是,是,,,
2019-08-04 02:50,CGO,7989,737-800,30,6,30,0,6,7,30,0,,,,,
2019-08-04 02:49,PVG,1213,737-800,27,5,33,0,3,3,34,0,,,,,
2019-08-04 02:48,HHA,7377,737-800,28,6,32,0,6,5,34,0,,,,,
2019-08-04 02:46,KMG,5449,737-800,20,6,28,0,5,5,25,0,,,,,
2019-08-04 02:45,HHA,1487,737-800,30,5,32,0,3,5,33,0,,,,,
2019-08-04 02:44,XIY,5687,737-800,24,5,27,0,4,4,30,0,,,,,
2019-08-04 02:44,XIY,5687,737-800,24,5,27,0,4,4,30,0,,,,,
2019-08-04 02:43,HAK,5797,737-800,27,4,35,0,4,5,35,0,,,,,
2019-08-04 02:43,CTU,5823,737-700,26,0,0,7,0,0,0,6,,,,,
2019-08-04 02:39,CAN,1725,737-800,25,5,32,0,5,4,34,0,,,,,
2019-08-04 02:38,BAR,7400,737-800,28,5,35,0,6,7,32,0,,,,,
2019-08-04 02:37,CAN,1493,737-800,26,5,32,0,6,6,30,0,,,,,
2019-08-04 02:34,URC,1570,737-800,30,4,28,0,5,5,28,0,,,,,
2019-08-04 02:34,KMG,5805,737-700,20,0,0,4,0,0,0,3,,,,,
2019-08-04 02:30,URC,205T,737-800,30,3,30,0,4,4,30,0,,,,,
