日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,右边FWD DUCT,右边AFT DUCT,右边L PACK,执行反吹左侧,执行反吹右侧,更换部件,Fail,左温差,右温差
2019-04-05 02:01,URC,206P,737-800,10,2,24,4,3,22,,,,,14,12
2019-04-05 02:01,XIY,1783,737-800,18,4,22,4,4,24,,,,,4,6
2019-04-05 01:54,FOC,7395,737-800,16,4,26,6,4,24,,,,,10,8
2019-04-05 01:54,URC,2157,737-800,10,4,20,6,6,22,,,,,10,12
2019-04-05 01:52,CAN,1501,737-800,20,3,29,4,4,26,,,,,9,6
2019-04-05 01:52,HHA,7171,737-800,20,8,22,5,5,22,,,,,2,2
2019-04-05 01:48,URC,1322,737-800,20,4,26,2,2,22,,,,,6,2
2019-04-05 01:46,ZGC,1726,737-800,4,7,21,4,6,24,,,,,17,20
2019-04-05 01:43,HGH,5579,737-800,15,5,28,6,6,24,,,,,13,9
2019-04-05 01:42,ZGC,5371,737-800,3,7,21,6,7,22,,,,,18,19
2019-04-05 01:41,PEK,1347,737-800,20,4,23,4,4,22,,,,,3,2
2019-04-05 01:41,HAK,1733,737-800,26,3,30,3,3,25,,,,,4,-1
2019-04-05 01:40,PEK,6060,737-800,20,5,22,6,5,24,,,,,2,4
2019-04-05 01:40,YIH,1906,737-800,18,6,27,8,7,25,,,,,9,7
2019-04-05 01:37,ZGC,1726,737-800,4,7,2,4,6,24,,,,,-2,20
2019-04-05 01:34,URC,1793,737-800,18,5,24,5,5,22,,,,,6,4
2019-04-05 01:33,URC,5713,737-800,19,6,20,6,6,20,,,,,1,1
2019-04-05 01:31,SYX,1735,737-800,27,3,28,5,4,27,,,,,1,0
2019-04-05 01:28,SZX,1502,737-800,25,3,25,3,4,25,,,,,0,0
2019-04-05 01:27,SYX,206H,737-800,25,4,22,2,2,22,,,,,-3,-3
2019-04-05 01:27,CGO,5480,737-800,17,3,23,3,3,22,,,,,6,5
2019-04-05 01:24,HAK,5082,737-800,25,4,33,4,4,0,,,,,8,-25
2019-04-05 01:18,CGO,1587,737-800,18,2,22,2,3,22,,,,,4,4
2019-04-05 01:17,FOC,5503,737-800,22,4,24,4,2,25,,,,,2,3
2019-04-05 01:16,HHA,5418,737-800,16,2,22,5,5,24,,,,,6,8
2019-04-05 01:15,KMG,7989,737-800,15,6,22,6,6,20,,,,,7,5
2019-04-05 01:15,HAK,1101,737-800,26,4,30,3,2,31,,,,,4,5
2019-04-05 01:08,KMG,1208,737-800,16,4,23,4,3,20,,,,,7,4
2019-04-05 01:05,HAK,5405,737-800,25,8,34,5,4,32,,,,,9,7
2019-04-05 01:04,CAN,1795,737-800,21,4,28,4,4,28,,,,,7,7
2019-04-05 01:03,XIY,5180,737-800,18,5,22,5,5,23,,,,,4,5
2019-04-05 01:02,URC,1996,737-800,18,6,23,5,5,22,,,,,5,4
2019-04-05 01:02,XIY,1161,737-800,17,3,19,4,3,20,,,,,2,3
2019-04-05 01:00,XIY,1902,737-800,11,4,24,4,5,23,,,,,13,12
2019-04-05 00:57,URC,5611,737-800,15,6,24,6,6,24,,,,,9,9
2019-04-05 00:54,YIH,1348,737-800,22,4,26,4,3,24,,,,,4,2
2019-04-05 00:53,H?R?B,1562,737-800,2,4,20,4,4,18,,,,,18,16
2019-04-05 00:50,CAN,1796,737-800,23,6,30,4,4,26,,,,,7,3
2019-04-05 00:48,大连,1541,737-800,14,6,28,6,4,24,,,,,14,10
2019-04-05 00:43,XIY,1103,737-800,20,4,20,4,4,20,,,,,0,0
2019-04-05 00:43,绵阳,5449,737-800,22,5,26,6,5,24,,,,,4,2
2019-04-05 00:42,HAK,1799,737-800,25,4,34,5,5,32,,,,,9,7
2019-04-05 00:42,HGH,7378,737-800,17,4,20,6,6,22,,,,,3,5
2019-04-05 00:39,HGH,2647,737-800,19,6,23,5,6,24,,,,,4,5
2019-04-05 00:38,KHG,1323,737-800,20,3,24,4,4,24,,,,,4,4
2019-04-05 00:38,HRB,7105,737-800,2,4,22,4,4,20,,,,,20,18
2019-04-05 00:36,HAK,5522,737-800,25,4,24,7,6,29,,,,,-1,4
2019-04-05 00:35,TYN,1547,737-800,14,6,20,6,6,20,,,,,6,6
2019-04-05 00:33,DLC,7377,737-800,14,6,21,6,5,25,,,,,7,11
2019-04-05 00:33,HHA,7398,737-800,15,4,26,3,3,22,,,,,11,7
2019-04-05 00:33,XIY,5478,737-800,20,5,20,6,5,21,,,,,0,1
2019-04-05 00:32,TYN,5462,737-800,14,4,20,6,5,24,,,,,6,10
2019-04-05 00:32,绵阳,6809,737-800,20,5,24,6,6,23,,,,,4,3
2019-04-05 00:23,SZX,5358,737-800,25,5,26,5,6,25,,,,,1,0
2019-04-05 00:21,HRB,1435,737-800,4,4,16,7,7,27,,,,,12,23
2019-04-05 00:21,CAN,1495,737-800,21,5,28,4,4,27,,,,,7,6
2019-04-05 00:19,SYX,1487,737-800,26,3,30,4,3,29,,,,,4,3
2019-04-05 00:19,PEK,1496,737-800,22,6,25,6,6,26,,,,,3,4
2019-04-05 00:17,SZX,1102,737-800,23,3,22,3,4,22,,,,,-1,-1
2019-04-05 00:16,HAK,1542,737-800,26,5,34,4,4,30,,,,,8,4
2019-04-05 00:14,TYN,5661,737-800,15,3,20,4,5,22,,,,,5,7
2019-04-05 00:12,HAK,5337,737-800,25,4,32,4,4,33,,,,,7,8
2019-04-05 00:00,HAK,5089,737-800,26,2,24,2,1,30,,,,,-2,4
2019-04-04 23:59,CAN,7173,737-800,22,4,27,6,5,27,,,,,5,5
2019-04-04 23:59,CGO,205U,737-800,20,4,26,4,3,23,,,,,6,3
2019-04-04 23:57,HAK,5429,737-800,25,3,29,2,3,29,,,,,4,4
2019-04-04 23:55,SZX,5408,737-800,25,4,30,4,4,24,,,,,5,-1
2019-04-04 23:54,XUZ,7988,737-800,20,2,22,1,1,20,,,,,2,0
2019-04-04 23:46,HHA,2652,737-800,20,4,22,5,5,22,,,,,2,2
2019-04-04 23:44,XIY,7616,737-800,18,4,23,4,4,23,,,,,5,5
2019-04-04 23:43,XMN,1375,737-800,20,4,27,4,3,26,,,,,7,6
2019-04-04 23:42,URC,205T,737-800,20,4,24,2,3,24,,,,,4,4
2019-04-04 23:40,XIY,6063,737-800,20,7,31,7,8,29,,,,,11,9
2019-04-04 23:40,CGO,5638,737-800,20,4,21,3,4,21,,,,,1,1
2019-04-04 23:40,哈尔滨,1480,737-800,4,5,16,4,4,15,,,,,12,11
2019-04-04 23:38,大连,7619,737-800,15,5,24,6,4,22,,,,,9,7
2019-04-04 23:34,URC,1570,737-800,19,6,12,5,5,20,,,,,-7,1
2019-04-04 23:31,XMN,5798,737-800,15,3,20,2,3,17,,,,,5,2
2019-04-04 23:30,DLC,7377,737-800,12,6,21,6,5,25,,,,,9,13
2019-04-04 23:30,FOC,1351,737-800,18,4,26,3,3,22,,,,,8,4
2019-04-04 23:26,URC,5406,737-800,15,2,22,7,4,22,,,,,7,7
2019-04-04 23:25,URC,5406,737-800,15,2,22,7,4,22,,,,,7,7
2019-04-04 23:25,SYX,1545,737-800,27,5,32,5,5,32,,,,,5,5
2019-04-04 23:20,CAN,6061,737-800,21,5,27,4,4,26,,,,,6,5
2019-04-04 23:14,绵阳,5409,737-800,20,4,24,4,4,25,,,,,4,5
2019-04-04 23:11,XIY,5439,737-800,21,4,20,4,4,22,,,,,-1,1
2019-04-04 23:07,URC,1569,737-800,19,4,22,2,2,22,,,,,3,3
2019-04-04 23:02,CAN,7886,737-800,23,3,30,4,3,30,,,,,7,7
2019-04-04 22:58,PEK,1141,737-800,20,6,26,6,6,26,,,,,6,6
2019-04-04 22:57,TYN,7639,737-800,15,6,26,6,6,23,1,,,1,11,8
2019-04-04 22:56,XIY,5139,737-800,20,4,25,6,4,30,,,,,5,10
2019-04-04 22:55,SYX,206F,737-800,26,3,33,3,3,29,,,,,7,3
2019-04-04 22:54,CKG,1997,737-800,16,4,25,4,4,22,,,,,9,6
2019-04-04 22:53,URC,1325,737-800,10,5,28,4,4,20,,,,,18,10
2019-04-04 22:41,HAK,5466,737-800,24,6,28,8,3,29,,,,,4,5
2019-04-04 22:39,CAN,5338,737-800,20,4,22,3,2,26,,,,,2,6
2019-04-04 22:30,HAK,1729,737-800,25,4,26,4,3,26,,,,,1,1
2019-04-04 22:14,PEK,7379,737-800,22,4,26,3,3,29,,,,,4,7
2019-04-04 22:12,SYX,1489,737-800,25,6,32,4,4,30,,,,,7,5
2019-04-04 22:03,XNN,1386,737-800,7,3,20,3,3,18,,,,,13,11
2019-04-04 21:54,HAK,1101,737-800,25,2,36,2,3,34,,,,,11,9
2019-04-04 21:51,XIY,1130,737-800,21,2,29,2,2,23,,,,,8,2
2019-04-04 21:48,HAK,6808,737-800,26,4,34,5,4,31,,,,,8,5
2019-04-04 21:46,PEK,1215,737-800,15,3,23,3,4,24,,,,,8,9
2019-04-04 21:45,大连,1213,737-800,16,6,28,6,6,24,,,,,12,8
2019-04-04 21:37,SHE,1493,737-800,20,6,24,6,6,20,,,,,4,0
2019-04-04 21:34,PEK,1505,737-800,25,4,22,3,2,20,,,,,-3,-5
2019-04-04 21:29,XNN,6062,737-800,7,3,20,3,2,20,,,,,13,13
2019-04-04 21:25,绵阳,5732,737-800,20,3,23,3,3,24,,,,,3,4
2019-04-04 20:58,KMG,6800,737-800,21,4,20,5,4,21,,,,,-1,0
2019-04-04 20:55,PEK,BX1131,737-800,26,4,27,5,4,27,,,,,1,1
2019-04-04 20:45,SHE,1927,737-800,10,4,20,8,4,24,,,,,10,14
2019-04-04 20:34,HAK,5090,737-800,25,2,31,1,2,30,,,,,6,5
2019-04-04 20:11,HAK,5346,737-800,25,5,32,5,3,30,,,,,7,5
2019-04-04 20:04,HGH,5416,737-800,15,7,22,8,7,26,,,,,7,11
2019-04-04 19:31,福州,1559,737-800,18,3,28,2,2,24,,,,,10,6
2019-04-04 17:53,HGH,1733,737-800,20,3,20,2,2,16,,,,,0,-4
2019-04-04 15:17,TYN,6065,737-800,20,5,24,4,5,25,,,,,4,5
2019-04-04 15:03,URC,206P,737-800,15,3,18,2,2,19,,,,,3,4
2019-04-04 15:02,URC,2159,737-800,15,8,18,0,1,19,,,,,3,4
2019-04-04 14:31,XIY,1787,737-800,25,0,22,0,1,21,,,,,-3,-4
2019-04-04 14:06,URC,7198,737-800,20,5,21,6,5,22,,,,,1,2
2019-04-04 14:01,CTU,7990,737-800,20,5,28,3,3,25,,,,,8,5
2019-04-04 09:16,HAK,5153,737-800,25,5,32,5,5,30,,,,,7,5
2019-04-04 09:00,HAK,5466,737-800,25,1,27,9,1,28,,,,,2,3
2019-04-04 08:58,HAK,5138,737-800,25,4,32,5,4,35,,,,,7,10
2019-04-04 07:54,PEK ,7173,737-800,15,4,20,5,5,20,,,,,5,5
2019-04-04 07:25,HAK,5480,737-800,25,6,32,8,4,28,,,,,7,3
2019-04-04 07:24,CAN,5439,737-800,19,4,26,4,4,26,,,,,7,7
2019-04-04 07:01,SZX,1502,737-800,24,6,24,5,6,27,,,,,0,3
2019-04-04 06:51,PEK,5540,737-800,13,6,22,5,5,23,,,,,9,10
2019-04-04 06:49,SZX,5358,737-800,25,8,22,4,5,24,,,,,-3,-1
2019-04-04 06:49,CAN,1795,737-800,25,3,30,4,4,30,,,,,5,5
2019-04-04 06:48,SZX,5687,737-800,23,4,20,5,4,26,,,,,-3,3
2019-04-04 06:44,SZX,5520,737-800,24,4,32,6,5,28,,,,,8,4
2019-04-04 06:40,URC,5637,737-800,14,1,20,2,1,22,,,,,6,8
2019-04-04 06:39,SZX,1538,737-800,24,3,30,4,3,23,,,,,6,-1
2019-04-04 06:33,URC,5713,737-800,18,7,22,6,6,20,,,,,4,2
2019-04-04 06:28,CGO,7167,737-800,16,5,26,5,5,23,,,,,10,7
2019-04-04 06:19,URC,6268,737-800,15,5,26,5,5,27,,,,,11,12
2019-04-04 06:06,PEK,5855,737-800,15,6,22,5,5,24,,,,,7,9
2019-04-04 05:21,SZX,1102,737-800,25,3,28,3,3,29,,,,,3,4
2019-04-04 05:20,SZX,5687,737-800,23,4,20,5,4,26,,,,,-3,3
2019-04-04 05:20,SZX,1927,737-800,23,4,22,4,6,24,,,,,-1,1
2019-04-04 05:16,XIY,1541,737-800,18,5,26,6,5,24,,,,,8,6
2019-04-04 05:15,HGH,1733,737-800,14,2,21,3,3,22,,,,,7,8
2019-04-04 05:11,HAK,7399,737-800,25,4,32,5,4,28,,,,,7,3
2019-04-04 05:11,XIY,1902,737-800,10,7,20,6,7,22,,,,,10,12
2019-04-04 05:09,XIY,5478,737-800,18,5,24,5,5,26,,,,,6,8
2019-04-04 05:09,XIY,1903,737-800,13,7,22,7,8,24,,,,,9,11
2019-04-04 05:08,XIY,5180,737-800,11,6,22,6,6,22,,,,,11,11
2019-04-04 05:07,URC,205T,737-800,15,2,24,2,2,24,,,,,9,9
2019-04-04 05:05,HGH,1733,737-800,14,2,21,3,3,22,,,,,7,8
2019-04-04 05:04,XIY,5139,737-800,18,3,21,5,4,20,,,,,3,2
2019-04-04 04:59,HAK,5408,737-800,25,7,28,5,4,30,,,,,3,5
2019-04-04 04:55,CAN,7886,737-800,21,4,32,4,3,30,,,,,11,9
2019-04-04 04:41,XIY,1483,737-800,12,4,22,6,6,21,,,,,10,9
2019-04-04 04:36,XIY,5521,737-800,15,4,20,2,2,18,,,,,5,3
2019-04-04 04:29,FOC,1433,737-800,14,3,25,4,4,24,,,,,11,10
2019-04-04 04:26,KMG,1587,737-800,12,3,19,3,3,18,,,,,7,6
2019-04-04 04:23,KMG,7993,737-800,14,6,24,6,6,20,,,,,10,6
2019-04-04 04:20,TYN,5373,737-800,13,6,20,6,6,20,,,,,7,7
2019-04-04 04:18,PEK,5482,737-800,13,0,16,5,5,15,,,,,3,2
2019-04-04 04:17,HAK,5337,737-800,25,5,33,6,5,24,,,,,8,-1
2019-04-04 04:15,HAK,5522,737-800,24,6,32,9,9,33,,,,,8,9
2019-04-04 04:11,HHA,5636,737-800,15,4,26,4,4,25,,,,,11,10
2019-04-04 04:07,SZX,5358,737-800,25,8,22,4,5,24,,,,,-3,-1
2019-04-04 04:07,SYX,1487,737-800,25,7,26,6,7,28,,,,,1,3
2019-04-04 04:06,PEK,5539,737-800,13,2,18,2,4,27,,,,,5,14
2019-04-04 04:01,XIY,1130,737-800,12,2,27,4,3,21,,,,,15,9
2019-04-04 03:57,FOC,5733,737-800,16,7,28,7,8,27,,,,,12,11
2019-04-04 03:56,FOC,1562,737-800,15,5,26,5,5,26,,,,,11,11
2019-04-04 03:56,CAN,1501,737-800,20,4,30,4,4,20,,,,,10,0
2019-04-04 03:53,KMG,6015,737-800,12,6,20,4,4,20,,,,,8,8
2019-04-04 03:47,HHA,I7172,737-800,18,4,27,5,4,26,,,,,9,8
2019-04-04 03:39,HAK,5429,737-800,24,4,31,4,3,30,,,,,7,6
2019-04-04 03:38,CAN,1799,737-800,20,6,30,6,6,28,,,,,10,8
2019-04-04 03:37,XIY,6103,737-800,15,4,20,4,4,18,,,,,5,3
2019-04-04 03:35,XIY,5116,737-800,13,3,20,3,3,18,,,,,7,5
2019-04-04 03:34,CGO,1798,737-800,15,6,22,4,4,22,,,,,7,7
2019-04-04 03:34,URC,7175,737-800,16,5,24,5,6,22,,,,,8,6
2019-04-04 03:33,PEK,1787,737-800,13,2,20,0,0,18,,,,,7,5
2019-04-04 03:32,HAK,6808,737-800,25,4,34,5,5,30,,,,,9,5
2019-04-04 03:29,KMG,7989,737-800,13,6,24,6,5,21,,,,,11,8
2019-04-04 03:22,HHA,5852,737-800,15,4,22,4,4,20,,,,,7,5
2019-04-04 03:22,URC,1568,737-800,16,4,24,6,6,20,,,,,8,4
2019-04-04 03:11,HAK,1727,737-800,25,5,32,6,5,28,,,,,7,3
2019-04-04 03:09,DLC,1103,737-800,15,6,28,4,4,22,,,,,13,7
2019-04-04 03:06,XIY,5430,737-800,15,6,26,6,6,26,,,,,11,11
2019-04-04 03:06,PEK,2652,737-800,13,0,16,6,6,12,,,,,3,-1
2019-04-04 03:05,XIY,1161,737-800,12,2,20,3,4,18,,,,,8,6
2019-04-04 03:05,XIY,1162,737-800,15,2,26,3,3,22,,,,,11,7
2019-04-04 03:05,XIY,5115,737-800,12,4,22,3,6,19,,,,,10,7
2019-04-04 03:05,KMG,6016,737-800,14,0,30,3,4,24,,,,,16,10
2019-04-04 02:59,SZX,1102,737-800,25,3,28,3,3,29,,,,,3,4
2019-04-04 02:59,CAN,1501,737-800,20,4,30,4,4,20,,,,,10,0
2019-04-04 02:58,XIY,1161,737-800,12,2,20,3,4,18,,,,,8,6
2019-04-04 02:56,XIY,7113,737-800,15,6,24,5,5,21,,,,,9,6
2019-04-04 02:55,PEK,5538,737-800,15,3,24,3,3,26,,,,,9,11
2019-04-04 02:53,PEK,1495,737-800,16,3,22,3,2,20,,,,,6,4
2019-04-04 02:53,XIY,1482,737-800,15,5,26,5,5,22,,,,,11,7
2019-04-04 02:53,SYX,1735,737-800,27,4,33,4,4,28,,,,,6,1
2019-04-04 02:51,KMG,5407,737-800,8,4,24,4,4,21,,,,,16,13
2019-04-04 02:47,SYX,1545,737-800,27,5,32,5,5,31,,,,,5,4
2019-04-04 02:47,SZX,5520,737-800,24,4,32,6,5,28,,,,,8,4
2019-04-04 02:46,XIY,6063,737-800,14,5,24,5,5,22,,,,,10,8
2019-04-04 02:45,URC,1929,737-800,15,4,22,2,2,22,,,,,7,7
2019-04-04 02:43,HRB,7105,737-800,2,4,21,4,4,22,,,,,19,20
2019-04-04 02:40,KMG,7991,737-800,15,7,22,7,7,21,,,,,7,6
2019-04-04 02:40,URC,1996,737-800,15,6,22,5,5,22,,,,,7,7
2019-04-04 02:39,CAN,5338,737-800,25,3,26,3,3,26,,,,,1,1
2019-04-04 02:33,XMN,5798,737-800,20,3,20,2,3,22,,,,,0,2
2019-04-04 02:29,XIY,6060,737-800,15,6,22,6,6,24,,,,,7,9
2019-04-04 02:28,XIY,5465,737-800,20,4,22,4,4,22,,,,,2,2
2019-04-04 02:28,XIY,5465,737-800,20,4,22,4,4,22,,,,,2,2
2019-04-04 02:28,HAK,5467,737-800,26,0,29,0,0,24,,,,,3,-2
2019-04-04 02:28,KMG,1586,737-800,11,4,22,4,4,22,,,,,11,11
2019-04-04 02:26,绵阳,6800,737-800,16,4,24,4,3,23,,,,,8,7
2019-04-04 02:23,HHA,7398,737-800,15,4,24,4,4,22,,,,,9,7
2019-04-04 02:21,DLC,7400,737-800,15,5,22,5,4,22,,,,,7,7
2019-04-04 02:21,URC,5406,737-800,17,4,18,6,4,22,,,,,1,5
2019-04-04 02:20,FOC,5503,737-800,14,3,23,3,3,24,,,,,9,10
2019-04-04 02:20,URC,1322,737-800,16,3,23,4,4,22,,,,,7,6
2019-04-04 02:19,SYX,2158,737-800,27,7,30,5,4,30,,,,,3,3
2019-04-04 02:19,URC,1322,737-800,17,3,26,4,4,22,,,,,9,5
2019-04-04 02:17,URC,2157,737-800,15,4,22,8,6,28,,,,,7,13
2019-04-04 02:15,URC,5406,737-800,17,4,18,6,4,22,,,,,1,5
2019-04-04 02:10,DLC,7619,737-800,14,4,20,3,3,22,,,,,6,8
2019-04-04 02:09,XMN,1492,737-800,21,3,29,3,3,28,,,,,8,7
2019-04-04 02:08,HHA,1491,737-800,16,6,28,5,5,27,,,,,12,11
2019-04-04 02:06,URC,5625,737-800,20,4,20,0,2,22,,,,,0,2
2019-04-04 02:06,XMN,5735,737-800,20,5,27,5,6,28,,,,,7,8
2019-04-04 02:05,XIY,1163,737-800,15,8,30,8,6,34,,1,,1,15,19
2019-04-04 02:03,ZGC,1785,737-800,5,5,19,7,8,21,,,,,14,16
2019-04-04 02:02,PEK,5709,737-800,12,8,25,8,6,24,,,,,13,12
2019-04-04 02:02,TYN,5661,737-800,13,5,24,5,5,22,,,,,11,9
2019-04-04 02:01,ZGC,1928,737-800,5,8,24,5,6,22,,,,,19,17
2019-04-04 02:01,HGH,5372,737-800,15,6,24,6,6,22,,,,,9,7
2019-04-04 01:59,FOC,5185,737-800,18,2,24,2,3,22,,,,,6,4
2019-04-04 01:59,HAK,1215,737-800,25,2,26,4,4,32,,,,,1,7
2019-04-04 01:55,FOC,7395,737-800,17,6,24,7,6,25,,,,,7,8
2019-04-04 01:52,HGH,5502,737-800,14,6,24,4,4,26,,,,,10,12
2019-04-04 01:46,HAK,5090,737-800,25,2,28,7,8,28,,,,,3,3
2019-04-04 01:43,YIH,1348,737-800,15,4,24,6,6,28,,,,,9,13
2019-04-04 01:43,YIH,1906,737-800,15,6,26,4,6,24,,,,,11,9
2019-04-04 01:42,URC,7618,737-800,16,5,23,4,5,20,,,,,7,4
2019-04-04 01:39,URC,7198,737-800,16,6,24,4,4,22,,,,,8,6
2019-04-04 01:37,CGO,1728,737-800,16,6,20,6,6,20,,,,,4,4
2019-04-04 01:36,KMG,1209,737-800,16,3,24,4,4,20,,,,,8,4
2019-04-04 01:35,SYX,1503,737-800,26,2,30,2,2,30,,,,,4,4
2019-04-04 01:35,CAN,1141,737-800,25,4,22,5,5,28,,,,,-3,3
2019-04-04 01:35,URC,205U,737-800,16,4,24,3,4,21,,,,,8,5
2019-04-04 01:34,HHA,5405,737-800,15,4,27,5,4,24,,,,,12,9
2019-04-04 01:33,URC,205V,737-800,16,4,24,3,4,21,,,,,8,5
2019-04-04 01:33,XMN,1725,737-800,20,4,30,4,4,28,,,,,10,8
2019-04-04 01:31,HAK,1726,737-800,25,4,33,0,0,0,,,,,8,-25
2019-04-04 01:31,SYX,206H,737-800,26,4,20,0,0,26,,,,,-6,0
2019-04-04 01:27,SYX,1489,737-800,27,4,31,4,4,30,,,,,4,3
2019-04-04 01:26,PEK,1375,737-800,10,6,20,2,2,20,,,,,10,10
2019-04-04 01:22,DLC,5712,737-800,14,2,15,1,0,15,,,,,1,1
2019-04-04 01:21,SYX,5662,737-800,27,3,26,4,5,27,,,,,-1,0
2019-04-04 01:17,FOC,1351,737-800,14,4,28,4,4,21,,,,,14,7
2019-04-04 01:15,HGH,1101,737-800,14,4,32,4,2,22,1,,,1,18,8
2019-04-04 01:10,HAK,1498,737-800,26,6,33,6,6,30,,,,,7,4
2019-04-04 01:09,HAK,206G,737-800,24,4,34,4,4,32,,,,,10,8
2019-04-04 01:08,HHA,5418,737-800,15,3,0,4,3,18,,,,,-15,3
2019-04-04 01:04,PEK,1496,737-800,15,6,26,5,5,26,,,,,11,11
2019-04-04 01:01,DLC,1488,737-800,14,6,26,6,6,22,,,,,12,8
2019-04-04 01:00,DLC,5623,737-800,10,5,22,6,6,20,,,,,12,10
2019-04-04 01:00,HAK,5579,737-800,25,4,32,6,6,32,,,,,7,7
2019-04-04 00:59,DLC,1213,737-800,14,6,26,6,6,23,,,,,12,9
2019-04-04 00:58,CAN,6061,737-800,25,4,28,4,4,30,,,,,3,5
2019-04-04 00:58,TYN,1547,737-800,13,6,21,6,5,20,,,,,8,7
2019-04-04 00:56,DLC,5620,737-800,15,3,26,3,3,20,,,,,11,5
2019-04-04 00:56,URC,1793,737-800,15,4,22,4,6,20,,,,,7,5
2019-04-04 00:55,CAN,7379,737-800,23,4,32,4,4,32,,,,,9,9
2019-04-04 00:50,重庆,5135,737-800,15,2,24,4,2,22,,,,,9,7
2019-04-04 00:44,HRB,1435,737-800,0,6,20,7,6,21,,,,,20,21
2019-04-04 00:37,URC,5853,737-800,16,6,20,6,7,22,,,,,4,6
2019-04-04 00:33,CKG,1373,737-800,14,4,23,4,4,20,,,,,9,6
2019-04-04 00:33,SZX,5417,737-800,26,6,24,4,4,26,,,,,-2,0
2019-04-04 00:32,URC,1323,737-800,13,3,25,3,3,26,,,,,12,13
2019-04-04 00:31,CAN,5428,737-800,25,4,30,5,4,30,,,,,5,5
2019-04-04 00:27,URC,5611,737-800,13,5,23,4,4,20,,,,,10,7
2019-04-04 00:27,HGH,5479,737-800,15,5,22,5,5,22,,,,,7,7
2019-04-04 00:27,XIY,5115,737-800,12,3,15,5,5,24,,,,,3,12
2019-04-04 00:26,URC,205T,737-800,17,2,24,2,2,24,,,,,7,7
2019-04-04 00:25,HAK,1493,737-800,26,6,30,6,6,28,,,,,4,2
2019-04-04 00:22,绵阳,5409,737-800,17,4,25,5,4,27,,,,,8,10
2019-04-04 00:10,KHG,1325,737-800,18,4,24,4,4,20,,,,,6,2
2019-04-04 00:08,HAK,1796,737-800,24,6,32,6,4,30,,,,,8,6
2019-04-04 00:05,TYN,5462,737-800,20,2,24,5,5,26,,,,,4,6
2019-04-03 23:55,HRB,1480,737-800,5,6,18,4,4,16,,,,,13,11
2019-04-03 23:54,HGH,5371,737-800,15,6,20,5,6,24,,,,,5,9
2019-04-03 23:52,SYX,206F,737-800,25,2,32,3,3,30,,,,,7,5
2019-04-03 23:51,CAN,1548,737-800,25,3,28,4,3,32,,,,,3,7
2019-04-03 23:50,URC,1347,737-800,17,4,18,2,4,20,,,,,1,3
2019-04-03 23:49,CGO,1570,737-800,16,4,22,5,5,20,,,,,6,4
2019-04-03 23:46,XUZ,1497,737-800,16,3,24,3,3,23,,,,,8,7
2019-04-03 23:45,绵阳,5449,737-800,21,4,24,6,6,22,,,,,3,1
2019-04-03 23:41,FOC,1350,737-800,19,2,22,3,4,24,,,,,3,5
2019-04-03 23:40,XIY,7616,737-800,20,4,20,4,4,24,,,,,0,4
2019-04-03 23:38,PEK,1995,737-800,15,6,24,6,6,22,,,,,9,7
2019-04-03 23:38,CGO,1997,737-800,18,3,27,3,3,22,,,,,9,4
2019-04-03 23:37,HHA,5686,737-800,15,5,25,4,4,24,,,,,10,9
2019-04-03 23:35,XNN,1386,737-800,7,3,20,3,3,16,,,,,13,9
2019-04-03 23:30,HAK,1490,737-800,25,5,34,6,6,31,,,,,9,6
2019-04-03 23:25,CANN,1495,737-800,25,3,30,4,4,32,,,,,5,7
2019-04-03 23:15,URC,1569,737-800,17,2,27,2,2,24,,,,,10,7
2019-04-03 23:10,KMG,7992,737-800,13,7,24,7,6,22,,,,,11,9
2019-04-03 23:10,HHA,1131,737-800,14,4,24,4,4,25,,,,,10,11
2019-04-03 23:07,HAK,5089,737-800,26,2,24,1,1,32,,,,,-2,6
2019-04-03 23:02,CAN,6066,737-800,23,4,30,3,2,26,,,,,7,3
2019-04-03 22:58,CKG,5638,737-800,14,5,23,6,6,22,,,,,9,8
2019-04-03 22:57,CAN,5136,737-800,25,4,30,5,5,35,,1,,1,5,10
2019-04-03 22:53,PEK,7377,737-800,18,6,22,6,6,26,,,,,4,8
2019-04-03 22:51,HAK,2647,737-800,25,5,26,7,7,26,,,,,1,1
2019-04-03 22:37,CGO,1208,737-800,16,3,22,4,4,16,,,,,6,0
2019-04-03 22:27,HAK,6065,737-800,25,6,32,5,4,32,,,,,7,7
2019-04-03 22:23,HAK,1786,737-800,26,4,32,3,3,3,,,,,6,-23
2019-04-03 22:02,DLC,1549,737-800,14,6,22,6,6,22,,,,,8,8
2019-04-03 21:53,NKG,1783,737-800,16,7,0,6,5,26,,,,,-16,10
2019-04-03 21:36,XNN,1542,737-800,6,4,21,2,2,18,,,,,15,12
2019-04-03 20:50,CGO,1588,737-800,16,5,26,5,5,16,,,,,10,0
2019-04-03 20:47,HRB,1559,737-800,10,4,21,2,2,24,,,,,11,14
2019-04-03 20:32,KMG,6809,737-800,15,5,23,6,6,18,,,,,8,3
2019-04-03 19:27,大连,5623,737-800,10,5,22,6,6,20,,,,,12,10
2019-04-03 19:26,HGH,5416,737-800,17,6,24,6,6,30,,,,,7,13
2019-04-03 19:26,HGH,5416,737-800,17,6,24,6,6,30,,,,,7,13
2019-04-03 19:17,大连,5623,737-800,10,5,22,6,6,20,,,,,12,10
