日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,左边SUPPLY DUCT,右边FWD DUCT,右边AFT DUCT,右边L PACK,右边SUPPLY DUCT,执行反吹左侧,执行反吹右侧,换件,执行反吹左侧 (机器输出结果),执行反吹右侧 (机器输出结果)
2019-07-29 10:45,XIY ,1161,737-800,24,6,37,0,5,4,32,0,,,,,
2019-07-29 09:38,XIY,1501,737-800,26,4,32,0,4,4,30,0,,,,,
2019-07-29 09:23,URC,1570,737-800,23,6,27,0,7,7,24,0,,,,,
2019-07-29 09:08,XIY,1162,737-800,28,3,24,0,5,4,33,0,,,,,
2019-07-29 09:07,XIY,7619,737-800,25,6,27,0,6,5,29,0,,,,,
2019-07-29 09:06,HAK,1795,737-800,33,4,34,0,4,4,36,0,,,,,
2019-07-29 09:02,XIY,1483,737-800,30,6,30,0,4,4,28,0,,,,,
2019-07-29 09:01,XIY,5180,737-800,30,8,30,0,6,6,30,0,,,,,
2019-07-29 09:01,PEK,5375,737-800,26,3,30,0,9,8,32,0,,,,,
2019-07-29 08:53,PE?K,5712,737-800,25,4,20,0,4,4,24,0,,,,,
2019-07-29 08:44,HGH,5406,737-800,28,8,36,0,7,4,32,0,,,,,
2019-07-29 08:44,HGH,5581,737-800,30,6,34,0,4,4,32,0,,,,,
2019-07-29 08:24,HAK,7398,737-800,28,7,36,0,5,4,34,0,,,,,
2019-07-29 08:21,111,5661,737-800,27,6,33,0,7,6,33,0,,,,,
2019-07-29 08:18,KMG,5810,737-700,20,0,0,6,0,0,0,6,,,,,
2019-07-29 07:54,PEK,1549,737-800,25,6,34,0,6,6,32,0,,,,,
2019-07-29 07:50,CGO,7992,737-800,28,8,32,0,7,8,29,0,,,,,
2019-07-29 07:46,XIY,5153,737-800,28,3,29,0,4,3,24,0,,,,,
2019-07-29 07:46,XIY,5153,737-800,28,3,29,0,4,3,24,0,,,,,
2019-07-29 07:27,HGH,5662,737-800,30,4,32,0,4,6,31,0,,,,,
2019-07-29 07:26,XIY,5662,737-800,30,4,32,0,4,6,31,0,,,,,
2019-07-29 07:23,CGO,1322,737-800,25,5,28,0,4,4,30,0,,,,,
2019-07-29 06:55,PEK,5289,737-700,24,0,0,9,0,0,0,8,,,,,
2019-07-29 06:35,PEK,5289,737-700,24,0,0,23,0,0,0,24,,,,,
2019-07-29 06:32,URC,6995,737-800,23,4,27,0,4,4,28,0,,,,,
2019-07-29 05:59,ZGC,1541,737-800,15,6,26,0,6,7,26,0,,,,,
2019-07-29 05:58,ZGC,5709,737-800,20,5,26,0,6,5,26,0,,,,,
2019-07-29 05:53,ZGC,5520,737-800,20,2,22,0,3,2,20,0,,,,,
2019-07-29 05:50,XIY,5428,737-800,24,4,30,0,6,4,32,0,,,,,
2019-07-29 05:35,XIY,5479,737-800,25,4,26,0,6,7,34,0,,,,,
2019-07-29 05:34,XIY,5115,737-800,25,7,32,0,4,4,30,0,,,,,
2019-07-29 05:33,XIY,1163,737-800,28,3,32,0,3,3,30,0,,,,,
2019-07-29 05:29,SZX,1503,737-800,30,6,37,0,8,8,37,0,,,,,
2019-07-29 05:22,HAK,1727,737-800,30,6,36,0,7,7,37,0,,,,,
