日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,左边SUPPLY DUCT,右边FWD DUCT,右边AFT DUCT,右边L PACK,右边SUPPLY DUCT,执行反吹左侧,执行反吹右侧,换件,执行反吹左侧 (机器输出结果),执行反吹右侧 (机器输出结果)
2019-08-26 09:59,PEK,1492,737-800,27,4,30,0,2,2,28,0,,,,,
2019-08-26 08:27,HAK,5481,737-800,28,9,37,0,9,9,37,0,是,是,,,
2019-08-26 08:25,HAK,5853,737-800,28,6,36,0,6,6,30,0,,,,,
2019-08-26 06:58,HGH,1101,737-800,30,2,34,0,3,3,32,0,,,,,
2019-08-26 06:05,CAN,1488,737-800,26,5,32,0,5,6,28,0,,,,,
2019-08-26 05:40,PEK,5520,737-800,25,5,32,0,5,4,30,0,,,,,
2019-08-26 05:28,SXY,5478,737-800,29,4,36,0,5,4,32,0,,,,,
2019-08-26 04:50,HGH,1102,737-800,28,5,35,0,6,6,35,0,,,,,
2019-08-26 04:38,KMG,5289,737-700,20,0,0,6,0,0,0,6,,,,,
2019-08-26 04:24,XIY,1538,737-800,25,2,28,0,4,4,28,0,,,,,
2019-08-26 03:04,CGO,1587,737-800,23,3,26,0,3,3,26,0,,,,,
2019-08-26 02:57,URC,1726,737-800,24,3,26,0,5,4,25,0,,,,,
2019-08-26 02:55,URC,7198,737-800,23,3,28,0,4,3,26,0,,,,,
2019-08-26 02:52,XUZ,7993,737-800,25,7,32,0,7,6,30,0,,,,,
2019-08-26 02:47,DLC,5797,737-800,24,4,26,0,4,4,28,0,,,,,
2019-08-26 02:30,URC,1729,737-800,26,5,20,0,5,5,22,0,,,,,
2019-08-26 02:08,HRB ,7113,737-800,20,4,28,0,6,5,30,0,,,,,
2019-08-26 01:54,SYX,7173,737-800,27,4,30,0,6,5,32,0,,,,,
2019-08-26 01:54,HHA,7639,737-800,29,6,35,0,7,6,35,0,,,,,
2019-08-26 01:39,HHA,1372,737-800,29,4,35,0,4,4,36,0,,,,,
2019-08-26 01:31,PEK ,5538,737-800,28,4,34,0,4,5,32,0,,,,,
2019-08-26 00:58,HGH,1347,737-800,27,4,34,0,4,4,32,0,,,,,
2019-08-26 00:54,KMG,5805,737-700,20,0,0,6,0,0,0,4,,,,,
2019-08-26 00:53,URC,1322,737-800,25,3,24,0,4,4,26,0,,,,,
2019-08-26 00:43,CKG,5153,737-800,30,4,30,0,4,3,29,0,,,,,
2019-08-26 00:40,HAK,7988,737-800,28,4,37,0,4,5,37,0,是,是,,,
2019-08-26 00:02,SYX,5852,737-800,29,4,31,0,5,5,30,0,,,,,
2019-08-25 23:51,XMN,5483,737-800,26,6,33,0,5,3,33,0,,,,,
2019-08-25 23:46,CGO,7990,737-800,25,3,30,0,4,4,28,0,,,,,
2019-08-25 23:41,CGO,1323,737-800,32,4,30,0,4,4,30,0,,,,,
2019-08-25 22:38,URC,1729,737-800,26,5,20,0,5,5,22,0,,,,,
2019-08-25 11:04,CTU,7989,737-800,30,7,32,0,7,6,32,0,,,,,
2019-08-25 08:42,ZGC,1542,737-800,20,4,26,0,6,6,20,0,,,,,
2019-08-25 08:25,SXY,1346,737-800,28,5,36,0,6,6,32,0,,,,,
2019-08-25 07:51,KMG,5292,737-700,22,0,0,6,0,0,0,4,,,,,
2019-08-25 07:34,HHA,5138,737-800,29,4,32,0,6,6,35,0,,,,,
2019-08-25 07:30,KMG,5806,737-700,22,0,0,5,0,0,0,4,,,,,
2019-08-25 06:54,HAK,5581,737-800,28,8,32,0,6,4,32,0,,,,,
2019-08-25 06:41,HAK,5462,737-800,25,6,30,0,5,5,27,0,,,,,
2019-08-25 06:28,ZGC,5502,737-800,20,4,24,0,4,6,22,0,,,,,
2019-08-25 06:14,URC,5418,737-800,20,4,20,0,4,4,25,0,,,,,
2019-08-25 05:55,FOC,5182,737-800,28,2,34,0,5,4,32,0,,,,,
2019-08-25 05:30,PEK,5853,737-800,25,4,25,0,4,5,26,0,,,,,
2019-08-25 05:22,XIY,5709,737-800,27,6,32,0,6,5,32,0,,,,,
2019-08-25 05:22,CTU,1563,737-700,30,0,0,6,0,0,0,7,,,,,
2019-08-25 05:21,HGH,1502,737-800,29,4,30,0,4,4,34,0,,,,,
2019-08-25 05:20,URC,2157,737-800,21,5,25,0,6,5,24,0,,,,,
2019-08-25 05:19,URC,205T,737-800,21,3,28,0,3,2,29,0,,,,,
2019-08-25 05:15,KMG,6015,737-800,20,4,26,0,6,6,22,0,,,,,
2019-08-25 05:14,KMG,5409,737-800,20,5,26,0,4,4,27,0,,,,,
2019-08-25 05:14,HAK,1488,737-800,25,8,35,0,6,6,36,0,是,是,,,
2019-08-25 05:13,HAK,5712,737-800,26,2,31,0,8,2,32,0,,,,,
2019-08-25 05:13,HGH,5713,737-800,29,4,28,0,6,6,30,0,,,,,
2019-08-25 04:58,CTU,5823,737-700,30,0,0,8,0,0,0,6,,,,,
2019-08-25 04:47,KMG,1798,737-800,19,5,28,0,6,6,25,0,,,,,
2019-08-25 04:46,HAK,7993,737-800,29,4,34,0,3,4,33,0,,,,,
2019-08-25 04:41,URC,2159,737-800,22,3,24,0,2,2,24,0,,,,,
2019-08-25 04:31,URC,5480,737-800,20,2,27,0,2,3,25,0,,,,,
2019-08-25 04:13,URC,1996,737-800,20,5,26,0,6,6,26,0,,,,,
2019-08-25 04:05,HA?K,5466,737-800,27,8,24,0,8,8,32,0,,,,,
2019-08-25 04:03,HAK,5520,737-800,26,4,36,0,8,6,34,0,是,,,,
2019-08-25 03:55,HAK,1489,737-800,28,4,35,0,6,5,37,0,,是,,,
2019-08-25 03:54,URC,6995,737-800,24,4,32,0,5,5,24,0,,,,,
2019-08-25 03:52,HAK,5611,737-800,30,4,32,0,4,4,33,0,,,,,
2019-08-25 03:49,DLC,7172,737-800,22,4,23,0,4,4,24,0,,,,,
2019-08-25 03:41,SZX,5481,737-800,26,8,36,0,6,7,36,0,是,是,,,
2019-08-25 03:34,HHA,1929,737-800,25,3,28,0,8,8,26,0,,,,,
2019-08-25 03:34,FOC,5430,737-800,29,6,34,0,7,6,36,0,,,,,
2019-08-25 03:33,XIY,1483,737-800,28,3,28,0,4,5,27,0,,,,,
2019-08-25 03:27,XIY,1161,737-800,24,4,32,0,4,4,32,0,,,,,
2019-08-25 03:23,URC,1215,737-800,21,4,28,0,4,4,29,0,,,,,
2019-08-25 03:21,XIY,1163,737-800,26,2,32,0,3,3,34,0,,,,,
2019-08-25 03:17,XIY ,1797,737-800,26,3,22,0,4,4,28,0,,,,,
2019-08-25 03:16,SZX,5429,737-800,30,5,33,0,6,5,32,0,,,,,
2019-08-25 03:15,HAK,5373,737-800,30,6,34,0,8,7,35,0,,,,,
2019-08-25 03:14,CGO,7377,737-800,24,6,32,0,4,5,32,0,,,,,
2019-08-25 03:06,INC,1481,737-800,22,5,27,0,5,5,28,0,,,,,
2019-08-25 03:05,HRB,1435,737-800,20,5,20,0,5,6,20,0,,,,,
2019-08-25 03:03,CAN,5141,737-800,33,8,35,0,7,8,35,0,,,,,
2019-08-25 03:00,FOC,7105,737-800,29,4,36,0,4,4,32,0,,,,,
