日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,左边SUPPLY DUCT,右边FWD DUCT,右边AFT DUCT,右边L PACK,右边SUPPLY DUCT,执行反吹左侧,执行反吹右侧,换件,执行反吹左侧 (机器输出结果),执行反吹右侧 (机器输出结果)
2019-07-22 10:05,PEK,7398,737-800,31,6,34,0,4,4,32,0,,,,,
2019-07-22 09:21,SZX,5416,737-800,28,10,37,0,5,6,34,0,是,,,,
2019-07-22 09:21,SZX,1347,737-800,29,7,37,0,4,4,32,0,,,,,
2019-07-22 09:18,URC,5797,737-800,20,4,22,0,4,4,22,0,,,,,
2019-07-22 09:14,XMN,5580,737-800,29,8,36,0,9,8,37,0,,,,,
2019-07-22 09:14,XMN,7378,737-800,29,3,30,0,4,4,32,0,,,,,
2019-07-22 09:13,XMN,5502,737-800,30,8,36,0,8,8,36,0,,,,,
2019-07-22 09:13,XMN,7618,737-800,29,5,35,0,6,5,35,0,,,,,
2019-07-22 09:10,JHG,5810,737-700,27,0,0,9,0,0,0,7,,,,,
2019-07-22 09:09,JHG,5292,737-700,28,0,0,7,0,0,0,6,,,,,
2019-07-22 09:08,JHG,5806,737-700,26,0,0,8,0,0,0,7,,,,,
2019-07-22 08:58,URC,1569,737-800,30,2,28,0,2,3,28,0,,,,,
2019-07-22 08:40,SZX,7171,737-800,29,6,32,0,4,5,35,0,,,,,
2019-07-22 08:32,SZX,7400,737-800,29,7,37,0,4,5,33,0,,,,,
2019-07-22 08:16,KMG,5288,737-700,20,0,0,7,0,0,0,6,,,,,
2019-07-22 08:11,HAK,5090,737-800,28,2,32,0,2,2,33,0,,,,,
2019-07-22 07:44,HRB,1433,737-800,22,5,31,0,4,4,28,0,,,,,
2019-07-22 07:43,XUZ,1208,737-800,34,3,35,0,4,3,31,0,,,,,
2019-07-22 07:31,PEK,1501,737-800,27,6,36,0,6,6,34,0,是,,,,
2019-07-22 07:25,HAK,5638,737-800,25,5,30,0,5,4,31,0,,,,,
2019-07-22 07:25,ZGC,7172,737-800,25,6,27,0,4,5,26,0,,,,,
2019-07-22 07:23,ZGC,1728,737-800,20,4,22,0,6,5,22,0,,,,,
2019-07-22 07:21,ZGC,5371,737-800,25,8,22,0,6,6,23,0,,,,,
2019-07-22 07:19,ZGC,1786,737-800,25,4,22,0,4,3,22,0,,,,,
2019-07-22 07:13,MIG,5449,737-800,30,5,33,0,5,5,30,0,,,,,
2019-07-22 07:07,MIG,6809,737-800,28,5,34,0,5,6,30,0,,,,,
2019-07-22 06:41,FOC,7105,737-800,28,4,35,0,4,4,33,0,,,,,
2019-07-22 06:40,CGO,7991,737-800,32,8,36,0,8,7,35,0,,,,,
2019-07-22 06:20,TYN,5338,737-800,30,6,26,0,6,6,28,0,,,,,
2019-07-22 06:20,SYX,7619,737-800,30,5,32,0,6,5,34,0,,,,,
2019-07-22 06:14,PEK,1502,737-800,29,3,30,0,4,4,32,0,,,,,
2019-07-22 06:14,KMG,6016,737-800,21,4,30,0,4,4,27,0,,,,,
2019-07-22 05:59,KMG,7989 ,737-800,20,6,30,0,6,6,30,0,,,,,
2019-07-22 05:58,FOC,1435,737-800,28,5,34,0,4,3,9,0,,,,,
