机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02831,5429    ,DE    ,CC    ,2206400-2               ,38-678          ,21    ,X,X,FAIL  ,2012-05-14,10364:23,5422,21528:20,10470,2012-05-17,10383:37,5432,21547:34,10480,FL10526878B,19:14,"   航后依据AMM21-51-04安装右ACM并恢复所有M项,地面测试正常AF install the R A/C ACM and accomplish the M item test ok丁波TAG.3017551",10,2206400-2               ,2321            ,北京丰荣,27808,53370.34,19:14,10,(AOG)AIR CYCLE MACHINE（包修）                              ,1585504,10526881
73N,73N02831,5429    ,DE    ,CC    ,2206400-2               ,49-1185         ,21    ,X,X,FAIL  ,2012-04-11,10084:21,5266,43699:41,21347,2012-05-14,10364:23,5422,43979:43,21503,"北京起飞前有组件灯亮按检查单完成后起飞巡航时左组件灯亮右组件跳开,复位后正常,后下降到低高度后双组件均正常机组FL10532626A",280:02,"    航后检查右组件风扇旁通活门在位ACM卡带且叶片断裂,依据AMM21-51更换右组件ACM测试组件工作正常AF check R pakc fan bypass valve in position replace ACM and test ok王晓宇 周振宇TAG.0002652",156,2206400-2               ,38-678          ,武汉航达,20616,39855.55,280:02,156,(AOG)AIR CYCLE MACHINE（包修）                              ,1582374,10532630
73N,73N02973,5480    ,DE    ,CC    ,2206400-2               ,6296            ,21    ,X,X,FAIL  ,2009-06-08,00:00,0,00:00,0,2011-11-20,7734:39,4018,7734:39,4018,落地脱离时左组件灯亮.      机组,7734:39,"   航后更换TCV活门依据AMM21-60更换ACM组件,依据AMM21-51,自检测试正常,长时间运转空调后工作正常,挂签号:0013124    挂签号:0005860AF replace TCV refer AMM21-60 replace ACM REF AMM21-51 BIT test wellthe A/C work well         孙国宾",4018,2206400-2               ,49-1193         ,,32427,64225.56,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1400526,10533680
73N,73N03007,5483    ,DE    ,CC    ,2206400-2               ,6411            ,21    ,X,X,FAIL  ,2011-07-22,6161:29,3235,5966:06,3077,2011-09-27,6715:04,3513,6519:41,3355,"起飞进跑道前右组件灯亮,按检查单处置,关断组件,巡航后接通右组件,工作正常,落地后右组件又亮.机组",553:35,"     过站检查发现右组件ACM不工作,按MEL21-01-01-01放行.朱海波 TR check andfound that the ACM of R pack was fault,refer to MEL21-01 -01-01dispatchFL10534108A航后依据AMM21-51-04更换ACM,测试空调正常.亓艳彬.赵健伟 AFrefer to AMM21-51-04 replace R pack ACM,the AC work normally挂签号1017275",278,2206400-2               ,7130            ,HONEYWELL,14042,27839.04,553:35,278,(AOG)AIR CYCLE MACHINE（包修）                              ,1352710,10534107
73N,73N00273,2646    ,DE    ,CC    ,2206400-2               ,38-670          ,21    ,X,X,FAIL  ,2005-06-01,20519:47,10581,15685:46,9028,2011-09-17,41889:09,21497,37055:08,19944,过站检查发现右组件跳开TR check and find right pack trip,21369:22,    依据MEL21-01放行.王志启Refer to MEL21-01 dispatchFL10536631B航后检查发现ACM卡死依据AMM21-51更换ACM测试空调工作正常.挂签号;0013564 于治任 郭春AF check and refer to AMM21-51 replace the ACM and test ok,10916,2206400-2               ,107-386         ,武汉航达,20398,42228.22,21455:38,11019,(AOG)AIR CYCLE MACHINE（包修）                              ,1343857,10536631
73N,73N01033,2158    ,DE    ,CC    ,2206400-2               ,38-640          ,21    ,X,X,FAIL  ,2006-07-16,16404:42,8041,00:00,0,2011-12-31,34833:22,17083,18428:40,9042,航后机组反映空调不制冷.陈语AF the crew reflected the fouction of air conditiong SYS is fault,18428:40,"        航后自检ZTC发现左ZTC有TCV故障信息,按AMM21-51-10更换左组件TCV 测试发现左组件冲压空气进气量小且空调制冷效果差,检查发现左组件ACM卡阻,按AMM21-51-04 更换左组件ACM,测试空调系统工作制冷效果良好,自检ZTC无故障信息.陈语AF BITE ZTC found L ZTC had fault message refer to AMM21-51-10replaced TCV of L PACK,test and found RAM air of L PACK is less.checked and found ACM of L pack is fault refer to AMM21-51-04 replaceACM of L PACK,test the function of air-condition is good BITE ZTC isok.",9042,2206400-2               ,3790            ,,19541,39202.29,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1439908,10539119
73N,73N02831,5429    ,DE    ,CC    ,2206400-2               ,6071            ,21    ,X,X,FAIL  ,2009-02-23,00:00,0,00:00,0,2012-04-11,10084:21,5266,10084:21,5266,FROM:FLB10545434B,10084:21,"             航后完成DD201204310更换右组件ACM根据AMM21-51-04长时间测试空调工作正常,关闭DD201204310AF refer to AMM21-51-04 replaced the R/H pack ACM,test ok closeDD201204310,put the airplane to normal condition潘健生SEAL:2-158S604-70SEAL(2EA):2-230S604-70GASKET:2215108-1FLB10545438A:(接着写航材信息)PACKING:BACP11K6PACKING:S9026T041PACKING:S9026T154PACKING:S9026T230",5266,2206400-2               ,49-1185         ,,30796,56831.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1548752,10545437
73N,73N00163,5061    ,DE    ,CC    ,2206400-2               ,5715            ,21    ,X,X,FAIL  ,2011-07-06,38792:59,27079,8261:10,4366,2012-02-29,40519:19,28224,9987:30,5511,机组反映落地后PACK灯亮无法复位The crew report PACK light can't reset王伟,1726:20,"         过站检查右组件跳开,无冲压空气,检查组件单向活门在位ACM涡轮叶片断裂按MEL21-01-01-01空调单组件放行TR check the vane of ACM broken refer to MEL21-01-01-01 dispatch赵星FL10547612航后依据AMM21-51-04更换右组件ACM新件装上时由于ACM压气机出口上的SLEEVE变形导致卡箍无法安装牢固,因时间不足,依据MEL21-01-01-01保留右组件.AF refer to AMM21-51-04 replace the right PACK ACM the clampcan not install on ACM refer to MEL25-01-01-01 defect the right PACK.刘飞",1145,2206400-2               ,38-640          ,霍尼韦尔,10480,21068,1726:20,1145,(AOG)AIR CYCLE MACHINE（包修）                              ,1501855,10547611
73N,73N02433,5337    ,DE    ,CC    ,2206400-2               ,107-441         ,21    ,X,X,FAIL  ,2011-09-11,12750:37,6483,41840:25,21826,2012-06-23,15379:06,7779,44468:54,23122,,2628:29,   航后依据AMM21-51-04更换右组件ACM测试工作正常无渗漏关闭DD201207117AF replace R pakc ACM test ok close DD201207117张卓亚 王忠义TAG.0012449,1296,2206400-2               ,2303            ,武汉航达,25695,50022.13,2628:29,1296,(AOG)AIR CYCLE MACHINE（包修）                              ,1622170,10552745
73N,73N00154,5060    ,DE    ,CC    ,2206400-2               ,2518            ,21    , , ,SWAP  ,2009-07-18,33358:07,21586,21529:39,11695,2012-05-20,41624:36,27497,29796:08,17606,,8266:29,"       FROM FLB10553511B航后为关闭DD201205893依据AMM25-51-04将2646飞机右组件ACM安装至本机左组件上,检查无气体渗漏,左组件工作正常,关闭DD201205893刘飞  检验 王泽 封圈 S9026T230  封圈 2-230S604-70FLB10553516ADue to close DD201205893 refer to AMM21-51-04 exchange the left packACM with B2646 right pack check no air leakage and test the left packwork normal.",5911,2206400-2               ,107-386         ,武汉航达,20398,42228.22,8266:29,5911,(AOG)AIR CYCLE MACHINE（包修）                              ,1588178,10553515
73N,73N02556,5371    ,DE    ,CC    ,2206400-2               ,118-932         ,21    ,X,X,FAIL  ,2010-07-07,7874:24,4061,36576:09,18561,2012-08-04,14527:46,7448,43229:31,21948,左组件灯再次跳开。候继伟Left pack light.,6653:22,"     按MEL21-01-01-01放行。候继伟Ref MEL21-01-01-01 to dispatch.见FLB10554000B航后检查左组件ACM风扇叶片断裂，中央轴卡死，根据AMM21-51-04更换左组件ACM测试正常。胡杰辉AF found L pack ACM fan was broken and can not run,refer to AMM21-51-04 replace the ACM of L pack,test ok.",3387,2206400-2               ,107-441         ,武汉航达,34699,62731.25,6653:22,3387,(AOG)AIR CYCLE MACHINE（包修）                              ,1670772,10553999
73N,73N02821,5417    ,DE    ,CC    ,2206400-2               ,6203            ,21    ,X,X,FAIL  ,2009-02-14,00:00,0,00:00,0,2012-07-28,11199:31,6017,11199:31,6017,左组件灯亮机组,11199:31,       依据MEL21-01-01发现ref to MEL21-01-01 dispatchJMU机务FL10557857B航后依据AMM21-51-04更换ACM测试正常AF replace the AMC test ok昝飞TAG.2003896,6017,2206400-2               ,2894            ,,30987,54090.14,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1662956,10557853
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,5563            ,21    ,X,X,FAIL  ,2008-11-27,30226:58,17855,374:04,193,2013-06-26,44403:06,27813,14550:12,10151,,14176:08,"     FROM FLB10563936A航后依据AMM21-51-04更换右组件ACM,测试正常,并撤除DD201310103AF refer to AMM21-51-04 replace RH pack ACM and test okclose DD201312103杨旭  检验刘路   挂签号3010098封圈:BACP11K6  S9026T041   568-230S604-70",9958,2206400-2               ,5586            ,HONEYWELL,17341,31552.42,14176:08,9958,(AOG)AIR CYCLE MACHINE（包修）                              ,2083374,10563938
73N,73N02801,5416    ,DE    ,CC    ,2206400-2               ,6193            ,21    ,X,X,FAIL  ,2009-01-30,00:00,0,00:00,0,2013-06-15,14119:00,7262,14119:00,7262,from FLB10567731B,14119:00,  航后依据AMM21-51-04更换右组件ACM 测试正常.撤DD201311341 王康业AF REFER TO AMM21-51-04 REPLACED LIGHT PACK acm AND TEST IT OKCLOSE DD201311341,7262,2206400-2               ,2617            ,,27691,50931.21,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2068223,10567737
73N,73N01805,5137    ,DE    ,CC    ,2206400-2               ,38-670          ,21    ,X,X,FAIL  ,2011-11-30,17559:38,9082,37055:08,19944,2012-10-30,20684:39,10612,40180:09,21474,航前检查机组反映右组件灯亮，无法复位。       杜艳辉 PF the crew tellpack light on can not reset it,3125:01,"   航后检查右组件无冲压空气，发现ACM有卡滞，依据AMM21-51-04更换ACM,完成系统相关测试，无引气渗漏，结果正常。     杜艳辉 AF check right ramair on left pack it's ACM larn refer to AMM21-51-04 replace ACM testrelated system no leakage",1530,2206400-2               ,2275            ,武汉航达,26992,52064.44,3125:01,1530,(AOG)AIR CYCLE MACHINE（包修）                              ,1769315,10576134
73N,73N00067,2636    ,DE    ,CC    ,2206400-2               ,49-1307         ,21    ,X,X,FAIL  ,2006-06-26,26434:30,14366,20925:12,9493,2012-10-26,47254:50,25038,41745:32,20165,航前右组件跳开 PF found the R pack was not work 阎海亮,20820:20,  航前依据MEL21-01-01-01放行 ref to MEL21-01-01-01 dispatch 阎海亮FL10577042A 航后依据AMM21-51-04更换右组件ACM测试正常 AF replace Rpack ACM test ok 丁波 程全 TAG.2003485,10672,2206400-2               ,7116            ,,13302,24520.4,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1765287,10577039
73N,73N02459,5359    ,DE    ,CC    ,2206400-2               ,38-558          ,21    ,X,X,FAIL  ,2012-05-15,15057:21,7484,40856:34,24891,2013-02-17,17589:41,8802,43388:54,26209,FROM FLB10578820A,2532:20,  航后参考AMM21-51-04更换空气循环机，测试自检正常无渗漏。冯元师AF refer to AMM21-51-04 replace ACM of RH A/C ZTC BITE test ok thereis no leakage,1318,2206400-2               ,118-949         ,北京丰荣,10475,18666.41,2532:20,1318,(AOG)AIR CYCLE MACHINE（包修）                              ,1906047,10578830
73N,73N03095,5462    ,DE    ,CC    ,2206400-2               ,6732            ,21    ,X,X,FAIL  ,2009-11-03,00:00,0,00:00,0,2012-12-04,9873:50,5091,9873:50,5091,过站检查发现左侧空调组件故障。  林照明TR check and found the air conditioning failure.,9873:50,"        按MEL21-01-01-01放行。  林照明REF MEL21-01-01-01 dispatch. FLB10580412B航后依据AMM21-51拆下ACM检查发现涡轮无法转动，并完成ACM的更换，测试故障依旧。 周永文AF refer to AMM21-51 remove the ACM and check it,the turbine of ACMis chock,replace it and test,but the fault is still.FLB10580413A 航后依旧AMM21-51更换流量控制关断活门，测试正常。 王盛平AF ref to AMM21-51 reomoved the to flow FCSOV valve, test ok.ORING:2-230564-70",5091,2206400-2               ,38-670          ,,31171,59413.2,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1813223,10580409
73N,73N04355,5712    ,DE    ,CC    ,2206400-2               ,8358            ,21    ,X,X,FAIL  ,2013-02-08,00:00,0,00:00,0,2013-06-07,970:19,471,970:19,471,from flb10581111A,970:19,"    航后完成DD201310796 依据AMM21-51-04更换左组件ACM完成相关测试正常,测试DD201310796 万辉AF  accomplsihed DD201310796 replace the ACM of LH pack refer to AMM21-51-04 test ok close dd201310796gasket:2215108-1  packing:2-230S604-70 /S90267041",471,2206400-2               ,3341            ,,23760,45385.06,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2057134,10581113
73N,73N02330,5338    ,DE    ,CC    ,2206400-2               ,119-1581        ,21    ,X,X,FAIL  ,2012-05-27,16032:44,8145,20803:50,10822,2013-06-09,19297:51,9804,24068:57,12481,右组件制冷效果差RH pack cooling condition was poor刘探利,3265:07,"   依据MCO指令,参考AMM21-51-04更换右组件ACM,测试正常AF refer to AMM21-51-04 to replace ACM of RH pack assy test ok刘探利  挂签号3012187OFF:2206400-2/119-1581   ON:2206400-2/6732",1659,2206400-2               ,6732            ,北京丰荣,14553,28259.57,3265:07,1659,(AOG)AIR CYCLE MACHINE（包修）                              ,2060801,10582427
73N,73N02981,5481    ,DE    ,CC    ,2206400-2               ,6197            ,21    ,X,X,FAIL  ,2011-05-13,5966:06,3077,5200:00,2648,2012-09-17,10496:41,5345,9730:35,4916,FROM 10570667A,4530:35," 依据AMM21-51-00 更换左空调ACM, 地面测试正常,挂签号:201211367 于波refer to AMM21-51-00 replace the ACM of L a/c TEST is ok",2268,2206400-2               ,118-932         ,HONEYWELL,32110,62656.38,4530:35,2268,(AOG)AIR CYCLE MACHINE（包修）                              ,1721669,10591852
73N,73N00551,5089    ,DE    ,CC    ,2206400-2               ,6732            ,21    ,X,X,FAIL  ,2012-12-18,35511:36,22741,9873:50,5091,2013-05-23,36851:30,23331,11213:44,5681,机组反映左组件灯亮.机组,1339:54,     依据MEL21-01-01-01放行.黄飞refer to MEL21-01-01-01 dispatchFLB10593094B航后依据AMM21-51-04更换左组件ACM测试空调工作正常.王晓宇曹喜东AF refer AMM21-51-04 replaced ACM of L11 pack  test ok2206400-2 6732 2206400-2 3902,590,2206400-2               ,3902            ,北京丰荣,21860,42271.42,1339:54,590,(AOG)AIR CYCLE MACHINE（包修）                              ,2035824,10593091
73N,73N00103,2637    ,DE    ,CC    ,2206400-2               ,6729            ,21    ,X, ,FAIL  ,2013-08-06,48194:17,25421,11962:46,6109,2013-08-11,48230:45,25439,11999:14,6127,PACK灯反复亮起 降低一张负载后复位正常,36:28,  航后排故证实ACM故障 更换ACM 测试正常AF replace ACM test ok吴佑胜 高宏伟,18,2206400-2               ,5711            ,北京丰荣,9126,18205.3,36:28,18,(AOG)AIR CYCLE MACHINE（包修）                              ,2151617,10595148
